Ax_RS,Ay_RS,Az_RS,Gx_RS,Gy_RS,Gz_RS,Ax_RA,Ay_RA,Az_RA,Gx_RA,Gy_RA,Gz_RA,Ax_RT,Ay_RT,Az_RT,Gx_RT,Gy_RT,Gz_RT,Ax_LT,Ay_LT,Az_LT,Gx_LT,Gy_LT,Gz_LT,Ax_LA,Ay_LA,Az_LA,Gx_LA,Gy_LA,Gz_LA,Ax_LS,Ay_LS,Az_LS,Gx_LS,Gy_LS,Gz_LS
0.05,0.31,1.25,-31.92,-11.29,70.77,0.21,-0.08,0.72,-9.82,-39.08,-92.01,-0.10,-0.20,0.97,-2.69,-17.85,68.70,0.11,0.02,0.95,-3.39,12.69,42.06,0.02,-0.03,0.83,13.68,25.03,42.66,0.03,0.04,0.74,15.78,30.21,39.28
0.06,0.33,1.28,-38.13,-13.69,64.63,0.26,-0.08,0.74,-10.52,-36.34,-84.33,-0.14,-0.22,0.97,5.18,-18.60,70.09,0.14,0.06,0.93,-6.53,14.98,40.05,0.03,-0.01,0.84,9.60,21.98,41.71,0.04,0.05,0.69,9.47,29.63,37.34
0.10,0.35,1.31,-40.32,-16.75,59.53,0.30,-0.11,0.74,-5.73,-31.27,-77.36,-0.18,-0.23,0.97,11.52,-20.82,71.53,0.16,0.09,0.92,-10.49,17.49,39.08,0.02,0.01,0.83,4.01,18.32,40.67,0.04,0.05,0.68,4.05,30.99,36.64
0.16,0.39,1.33,-38.76,-17.53,55.28,0.40,-0.04,0.68,-0.73,-24.58,-69.45,-0.18,-0.22,0.97,16.59,-23.07,73.44,0.17,0.09,0.90,-16.26,19.08,38.09,0.01,0.02,0.83,-1.08,15.20,39.60,0.03,0.05,0.67,-1.34,30.75,35.98
0.22,0.42,1.31,-34.92,-16.73,50.28,0.51,0.15,0.71,2.73,-20.34,-59.56,-0.18,-0.23,0.98,19.74,-25.48,74.31,0.18,0.08,0.89,-23.73,20.54,35.50,-0.00,0.02,0.84,-6.04,12.39,38.76,0.01,0.04,0.66,-8.08,30.82,35.21
0.27,0.49,1.30,-29.73,-10.40,42.06,0.55,0.11,0.83,9.89,-17.50,-46.85,-0.16,-0.23,0.99,21.82,-26.82,75.12,0.17,0.06,0.88,-31.10,22.47,32.34,-0.02,0.02,0.84,-10.33,10.18,37.84,-0.01,0.03,0.66,-15.69,30.95,34.32
0.27,0.59,1.38,-24.11,-4.69,33.13,0.59,0.14,0.81,10.60,-14.69,-33.13,-0.15,-0.21,1.01,22.50,-26.88,75.70,0.16,0.05,0.85,-37.80,25.08,28.99,-0.03,0.01,0.86,-13.69,8.31,36.79,-0.02,0.04,0.70,-22.96,31.00,33.73
0.27,0.65,1.43,-17.32,-0.43,24.12,0.64,0.27,0.68,1.82,-10.92,-19.40,-0.12,-0.19,1.07,21.76,-26.69,77.04,0.12,0.02,0.84,-44.35,26.14,25.73,-0.03,-0.00,0.88,-16.05,6.27,36.56,-0.03,0.02,0.72,-29.85,31.19,33.31
0.28,0.67,1.39,-8.31,-2.08,14.54,0.66,0.40,0.68,-2.27,-9.45,-5.20,-0.10,-0.16,1.12,20.20,-26.11,78.55,0.09,-0.02,0.83,-50.01,26.31,22.31,-0.04,-0.00,0.89,-17.67,5.53,35.89,-0.03,-0.02,0.78,-34.95,30.64,33.19
0.29,0.65,1.32,0.59,-4.34,3.20,0.63,0.45,0.72,-3.67,-6.94,7.29,-0.09,-0.11,1.12,18.79,-24.14,79.26,0.05,-0.06,0.87,-54.63,26.79,19.36,-0.03,-0.03,0.91,-18.47,5.24,35.93,-0.03,-0.05,0.83,-38.54,30.25,33.19
0.29,0.57,1.24,10.46,-5.67,-8.35,0.60,0.43,0.73,-4.17,-1.45,17.86,-0.07,-0.06,1.11,16.01,-20.31,79.35,0.02,-0.12,0.90,-58.68,24.56,16.79,-0.02,-0.05,0.92,-18.25,5.47,35.85,-0.02,-0.11,0.88,-41.11,28.91,32.99
0.30,0.49,1.18,20.11,-6.12,-18.60,0.60,0.41,0.79,-5.00,4.83,28.03,-0.06,-0.03,1.11,12.70,-15.75,79.82,0.04,-0.15,0.92,-60.62,24.60,13.01,-0.01,-0.03,0.93,-18.02,5.60,36.18,-0.00,-0.14,0.88,-41.28,27.34,33.95
0.31,0.43,1.12,25.76,-3.53,-28.81,0.61,0.38,0.81,-5.31,12.37,36.47,-0.04,-0.00,1.09,8.68,-10.69,79.70,0.04,-0.17,0.96,-60.81,23.64,10.56,0.00,-0.04,0.95,-16.82,5.76,37.15,0.01,-0.17,0.93,-40.91,27.37,34.76
0.31,0.40,1.08,25.50,0.46,-38.46,0.62,0.35,0.83,-4.60,19.81,44.77,-0.04,-0.00,1.09,3.41,-6.33,78.64,0.01,-0.18,0.98,-61.15,21.43,8.53,0.01,-0.04,0.95,-15.62,5.92,38.02,0.02,-0.18,0.94,-38.28,25.45,36.56
0.35,0.40,1.08,21.61,5.31,-46.70,0.63,0.32,0.85,-1.73,26.57,53.42,-0.01,0.00,1.11,-4.34,-2.78,77.26,0.02,-0.19,0.99,-60.03,20.97,6.47,0.01,-0.04,0.94,-14.47,5.63,39.18,0.02,-0.20,0.93,-34.73,23.73,38.42
0.38,0.40,1.07,15.29,8.92,-54.84,0.64,0.32,0.86,1.87,30.71,63.01,0.02,0.03,1.10,-14.11,0.69,75.56,0.00,-0.21,1.01,-59.61,18.78,5.20,0.01,-0.02,0.94,-14.23,5.73,39.78,0.02,-0.20,0.95,-31.02,21.94,39.95
0.41,0.41,1.11,8.24,10.82,-63.68,0.63,0.33,0.90,4.01,33.42,72.53,0.05,0.07,1.11,-25.30,3.67,73.82,0.01,-0.22,1.01,-58.89,18.82,3.25,0.01,-0.04,0.94,-13.80,5.60,40.59,0.03,-0.21,0.93,-27.44,20.58,41.29
0.43,0.41,1.13,1.83,12.08,-72.97,0.63,0.35,0.91,3.70,35.85,81.18,0.06,0.08,1.12,-36.05,6.42,72.01,0.02,-0.23,1.00,-58.32,18.05,2.18,0.01,-0.05,0.93,-13.66,5.74,41.17,0.02,-0.18,0.93,-25.27,19.82,42.28
0.44,0.41,1.16,-2.26,11.10,-82.73,0.62,0.36,0.94,1.15,38.87,89.02,0.07,0.09,1.13,-44.47,9.60,70.08,0.02,-0.21,1.00,-57.18,17.49,1.43,0.00,-0.04,0.92,-13.62,5.50,41.56,0.02,-0.12,0.91,-23.09,18.30,42.61
0.43,0.42,1.18,-3.58,8.98,-92.15,0.58,0.35,0.93,-3.21,43.08,96.30,0.07,0.09,1.13,-50.60,13.19,68.41,0.02,-0.19,1.00,-55.06,17.43,1.79,0.02,-0.03,0.92,-13.20,5.31,41.32,0.02,-0.08,0.90,-20.65,17.31,42.77
0.39,0.42,1.19,-1.92,6.12,-100.97,0.52,0.34,0.94,-6.89,46.95,103.92,0.08,0.07,1.16,-55.22,16.82,65.84,0.03,-0.16,1.00,-52.89,17.37,2.30,0.01,-0.02,0.91,-12.18,5.47,41.02,0.02,-0.03,0.89,-19.00,16.15,42.37
0.37,0.40,1.17,2.31,4.50,-109.48,0.48,0.33,0.94,-9.66,50.53,111.35,0.07,0.06,1.17,-59.18,19.89,63.59,0.03,-0.15,0.99,-50.18,16.53,3.66,0.01,0.00,0.92,-11.85,4.89,40.43,0.03,0.01,0.88,-18.46,16.69,41.77
0.33,0.40,1.13,7.24,4.60,-116.92,0.43,0.31,0.94,-11.94,54.68,117.89,0.05,0.02,1.17,-62.57,22.89,61.39,0.02,-0.13,0.97,-47.77,14.67,5.52,0.00,0.03,0.92,-11.98,4.15,39.42,0.02,0.06,0.87,-18.83,17.08,40.75
0.31,0.40,1.09,13.17,5.63,-123.49,0.38,0.30,0.93,-13.37,58.63,127.09,0.06,0.01,1.18,-65.75,25.60,59.32,0.03,-0.14,0.95,-45.28,14.34,7.50,0.00,0.05,0.92,-12.65,3.78,38.31,0.01,0.09,0.85,-19.95,18.05,39.73
0.27,0.40,1.06,18.85,7.86,-129.66,0.35,0.30,0.93,-13.56,62.15,135.63,0.06,-0.02,1.19,-67.95,27.95,57.55,0.05,-0.14,0.93,-42.64,13.86,9.40,0.00,0.06,0.91,-13.06,3.48,37.09,0.02,0.12,0.84,-21.83,18.40,39.02
0.25,0.44,1.05,24.47,9.97,-135.68,0.29,0.29,0.94,-11.94,65.08,143.79,0.06,-0.02,1.19,-69.57,29.68,56.08,0.04,-0.14,0.93,-39.58,13.15,11.80,0.01,0.06,0.91,-13.16,3.40,35.89,0.01,0.13,0.84,-23.03,17.76,38.30
0.23,0.45,1.04,30.75,11.03,-141.13,0.24,0.28,0.96,-8.17,67.46,151.93,0.05,-0.04,1.18,-69.92,30.85,54.95,0.02,-0.14,0.91,-36.26,12.92,14.92,0.01,0.07,0.92,-13.97,2.93,34.80,0.01,0.14,0.84,-23.01,16.97,37.23
0.22,0.48,1.02,37.33,10.76,-147.25,0.19,0.26,1.00,-4.06,69.80,159.43,0.05,-0.05,1.18,-68.81,31.66,53.86,0.02,-0.13,0.92,-32.73,12.66,17.61,0.01,0.07,0.92,-14.09,2.44,34.07,0.01,0.12,0.85,-23.24,16.21,36.21
0.22,0.50,1.00,43.19,11.37,-154.31,0.16,0.23,1.00,0.40,71.78,166.15,0.05,-0.04,1.19,-65.84,31.45,52.94,0.01,-0.12,0.93,-29.21,12.55,20.63,0.00,0.07,0.93,-14.15,2.53,33.23,0.00,0.12,0.86,-22.60,15.79,34.99
0.22,0.49,0.98,48.82,11.34,-160.43,0.11,0.22,1.03,3.65,75.15,172.42,0.06,-0.06,1.18,-61.51,30.82,52.22,-0.00,-0.11,0.95,-26.26,11.92,23.69,-0.00,0.06,0.93,-14.48,2.27,32.39,0.00,0.11,0.86,-21.13,14.66,34.29
0.22,0.48,0.97,54.32,12.82,-162.85,0.07,0.20,1.06,6.34,77.65,177.91,0.05,-0.07,1.17,-55.43,30.14,51.63,0.00,-0.10,0.96,-24.27,11.22,26.08,0.00,0.04,0.94,-12.92,2.76,31.66,-0.00,0.10,0.87,-19.60,13.83,33.63
0.22,0.46,0.95,56.71,11.91,-166.99,0.02,0.19,1.08,8.62,79.33,182.28,0.04,-0.09,1.15,-49.69,29.46,50.83,0.00,-0.09,0.95,-23.22,10.02,27.75,-0.00,0.04,0.94,-10.66,3.22,30.82,0.00,0.08,0.88,-17.75,12.88,32.85
0.21,0.43,0.92,58.12,12.63,-171.64,-0.02,0.18,1.10,10.63,81.15,186.44,0.05,-0.09,1.15,-44.41,28.16,50.87,0.00,-0.08,0.95,-22.11,9.86,29.00,-0.01,0.04,0.94,-8.96,3.67,30.11,0.00,0.07,0.89,-15.75,12.63,32.02
0.21,0.41,0.90,57.56,14.48,-176.64,-0.09,0.17,1.14,12.38,82.50,190.21,0.05,-0.11,1.14,-38.69,26.60,50.60,-0.01,-0.07,0.96,-21.56,10.10,30.21,-0.00,0.05,0.94,-7.84,3.49,29.25,-0.00,0.07,0.90,-14.53,12.31,31.78
0.18,0.38,0.90,56.95,15.43,-180.69,-0.14,0.17,1.16,13.28,83.56,193.56,0.06,-0.12,1.14,-32.84,25.18,50.38,-0.01,-0.07,0.97,-21.31,10.03,30.93,-0.01,0.07,0.95,-7.64,3.73,28.69,0.00,0.07,0.90,-12.69,11.44,31.44
0.16,0.34,0.93,56.15,14.63,-184.86,-0.18,0.17,1.18,12.86,84.31,196.66,0.08,-0.12,1.14,-27.72,23.55,50.13,-0.01,-0.07,0.98,-21.56,10.72,31.37,-0.01,0.07,0.94,-8.07,3.98,28.18,-0.00,0.08,0.90,-11.68,10.62,30.91
0.15,0.31,0.93,57.11,12.35,-188.43,-0.22,0.16,1.20,12.55,85.16,199.68,0.08,-0.14,1.13,-22.35,22.63,49.59,-0.01,-0.06,1.00,-22.32,10.03,31.47,-0.00,0.08,0.94,-8.54,4.64,27.69,0.00,0.10,0.91,-10.99,10.41,30.75
0.14,0.26,0.93,57.79,11.28,-191.63,-0.25,0.17,1.23,11.50,85.49,202.40,0.09,-0.12,1.11,-17.07,22.89,48.87,-0.01,-0.06,0.99,-22.90,10.00,31.81,-0.00,0.08,0.93,-9.29,4.71,27.18,0.00,0.10,0.90,-11.54,9.85,30.37
0.13,0.24,0.91,57.63,11.08,-194.60,-0.27,0.18,1.22,9.69,85.56,204.69,0.10,-0.13,1.10,-11.25,22.66,48.27,-0.00,-0.05,0.99,-22.89,10.12,31.94,0.00,0.08,0.93,-10.15,4.85,26.79,0.00,0.10,0.89,-12.32,9.96,29.99
0.11,0.19,0.90,57.98,11.48,-197.27,-0.30,0.19,1.22,6.99,85.31,206.47,0.10,-0.11,1.10,-6.63,22.87,48.11,-0.00,-0.05,0.98,-22.76,10.14,32.07,0.00,0.08,0.92,-11.12,4.53,26.33,0.01,0.09,0.88,-12.89,9.83,29.81
0.10,0.15,0.90,57.46,12.20,-199.63,-0.33,0.21,1.22,2.16,85.18,207.42,0.11,-0.10,1.11,-2.56,23.21,47.69,0.01,-0.05,0.97,-23.30,9.71,32.05,0.00,0.08,0.91,-12.35,4.42,25.78,0.01,0.10,0.86,-14.15,9.39,29.50
0.08,0.14,0.90,54.76,12.44,-202.11,-0.34,0.22,1.22,-2.63,85.43,208.28,0.10,-0.09,1.12,0.88,22.60,47.37,0.02,-0.05,0.97,-23.91,10.04,31.68,0.00,0.08,0.90,-12.83,4.21,25.40,0.00,0.08,0.86,-15.34,9.51,29.18
0.08,0.12,0.90,50.54,12.12,-205.04,-0.34,0.22,1.22,-2.63,85.43,208.28,0.11,-0.08,1.13,3.44,22.11,47.38,0.02,-0.05,0.97,-25.21,10.45,30.94,-0.01,0.08,0.89,-12.38,3.98,25.18,-0.00,0.05,0.87,-16.31,8.95,28.98
0.05,0.10,0.90,45.26,12.54,-207.60,-0.38,0.21,1.19,-12.79,86.96,209.45,0.11,-0.08,1.14,6.15,21.83,47.50,0.03,-0.05,0.95,-26.10,10.99,30.34,-0.01,0.08,0.85,-8.98,4.12,24.69,-0.01,0.01,0.88,-18.36,7.02,28.51
0.05,0.09,0.89,37.37,11.29,-211.13,-0.39,0.20,1.17,-19.02,88.31,210.34,0.12,-0.06,1.15,8.17,20.34,47.82,0.03,-0.05,0.95,-26.10,10.99,30.34,-0.03,0.06,0.83,2.73,4.69,23.15,-0.01,-0.02,0.89,-21.93,5.10,28.34
0.04,0.09,0.89,31.52,12.60,-214.52,-0.42,0.19,1.14,-24.01,88.83,211.15,0.12,-0.04,1.17,9.13,19.83,47.50,0.04,-0.05,0.95,-28.82,10.13,28.00,-0.04,0.02,0.77,22.79,5.34,21.47,-0.01,-0.00,0.85,-22.24,4.46,28.56
0.02,0.09,0.88,25.60,11.75,-216.93,-0.44,0.17,1.12,-29.99,90.27,210.47,0.12,-0.03,1.17,10.34,18.36,46.89,0.05,-0.05,0.95,-30.02,9.63,26.89,-0.01,0.01,0.81,41.12,5.75,20.37,-0.01,0.01,0.84,-20.05,6.86,29.31
0.01,0.10,0.91,19.78,13.52,-219.78,-0.46,0.17,1.10,-35.36,90.11,210.45,0.13,-0.01,1.18,11.24,17.04,46.33,0.04,-0.05,0.96,-30.56,7.59,25.89,0.02,0.07,0.96,36.10,3.40,21.17,0.00,-0.01,0.83,-17.90,7.15,29.53
-0.01,0.09,0.89,13.00,14.19,-222.24,-0.47,0.15,1.07,-39.29,91.59,210.59,0.13,0.01,1.18,12.05,16.39,45.52,0.06,-0.07,0.96,-30.80,5.58,25.28,0.04,0.11,0.95,24.31,0.94,23.53,0.03,-0.03,0.82,-16.23,8.24,29.47
-0.02,0.09,0.91,7.39,13.31,-224.56,-0.49,0.14,1.06,-43.15,91.46,210.34,0.13,0.04,1.18,11.58,15.39,44.00,0.07,-0.07,0.95,-30.57,5.24,24.79,0.06,0.12,0.92,19.25,-0.01,25.64,0.05,-0.07,0.83,-15.32,7.96,29.23
-0.04,0.08,0.91,4.75,13.81,-226.50,-0.52,0.12,1.05,-46.24,93.99,210.11,0.12,0.07,1.20,10.27,13.56,41.93,0.08,-0.12,0.94,-30.73,5.09,24.63,0.04,0.10,0.92,13.60,-0.67,27.11,0.07,-0.09,0.83,-13.79,7.61,30.05
-0.06,0.08,0.90,3.24,14.45,-227.18,-0.53,0.10,1.03,-49.40,93.79,209.61,0.11,0.10,1.19,8.99,12.59,39.19,0.07,-0.15,0.94,-31.24,4.50,24.39,0.03,0.10,0.91,8.53,-1.01,28.28,0.06,-0.08,0.83,-12.68,7.78,31.27
-0.06,0.08,0.91,1.51,15.23,-227.60,-0.54,0.07,1.02,-52.32,93.34,208.70,0.12,0.10,1.19,9.20,11.11,36.48,0.09,-0.18,0.92,-31.69,4.55,23.86,0.02,0.08,0.90,6.44,-0.97,29.71,0.04,-0.08,0.82,-12.03,6.89,32.84
-0.08,0.08,0.91,0.04,15.82,-227.33,-0.55,0.03,1.00,-53.92,93.73,208.15,0.13,0.13,1.17,10.70,9.97,34.15,0.08,-0.19,0.91,-31.50,4.49,23.26,0.01,0.08,0.89,4.14,-1.54,30.81,0.02,-0.07,0.82,-11.70,6.25,33.95
-0.07,0.07,0.92,0.23,16.53,-226.61,-0.56,-0.01,1.00,-55.91,93.40,206.98,0.15,0.14,1.15,11.03,8.99,29.92,0.07,-0.19,0.90,-30.77,4.91,22.77,-0.00,0.07,0.90,2.34,-2.02,31.81,0.01,-0.07,0.81,-11.60,6.21,34.69
-0.08,0.06,0.93,1.63,16.85,-225.41,-0.55,-0.06,1.01,-55.66,90.45,205.58,0.16,0.17,1.15,12.37,8.43,26.66,0.07,-0.20,0.89,-29.63,5.58,22.05,-0.01,0.07,0.88,1.40,-2.41,32.96,0.01,-0.07,0.81,-11.95,5.47,35.64
-0.06,0.05,0.95,4.35,17.18,-223.46,-0.56,-0.11,1.01,-52.42,89.25,205.21,0.17,0.22,1.13,13.50,6.74,22.13,0.07,-0.21,0.89,-29.22,6.01,21.41,-0.01,0.08,0.88,-0.18,-2.70,33.88,-0.01,-0.06,0.81,-11.65,4.95,36.37
-0.06,0.05,0.94,8.79,17.63,-220.82,-0.55,-0.11,1.00,-47.62,87.91,203.91,0.19,0.22,1.10,14.85,6.80,19.11,0.07,-0.20,0.90,-28.24,7.02,21.26,-0.00,0.07,0.89,-1.42,-3.07,35.10,0.01,-0.05,0.82,-11.87,4.66,37.21
-0.05,0.05,0.95,14.98,18.92,-217.25,-0.54,-0.12,1.00,-41.53,84.92,203.64,0.19,0.26,1.10,16.86,6.11,16.00,0.07,-0.20,0.90,-27.34,7.18,20.96,-0.00,0.08,0.89,-2.81,-3.26,36.18,0.01,-0.05,0.83,-12.47,3.98,38.01
-0.06,0.04,0.96,20.41,19.73,-213.80,-0.54,-0.11,1.00,-37.66,82.01,202.35,0.20,0.27,1.09,17.79,5.50,12.92,0.08,-0.20,0.91,-26.05,7.29,20.92,0.01,0.09,0.90,-3.72,-3.76,37.15,0.02,-0.04,0.84,-13.22,3.29,39.07
-0.08,0.04,0.99,25.00,19.97,-209.92,-0.54,-0.10,1.00,-34.11,79.65,200.38,0.20,0.30,1.09,17.99,6.55,10.06,0.07,-0.19,0.91,-25.06,7.43,20.56,0.01,0.08,0.90,-4.90,-4.31,38.08,0.03,-0.04,0.84,-13.51,3.35,40.14
-0.08,0.04,0.99,29.63,19.71,-205.88,-0.54,-0.11,1.01,-30.66,77.02,197.92,0.20,0.31,1.09,17.62,7.05,6.99,0.07,-0.19,0.92,-24.05,7.41,20.37,0.01,0.08,0.90,-5.05,-4.73,39.15,0.03,-0.04,0.83,-13.53,2.67,40.96
-0.10,0.03,0.98,32.90,19.54,-202.23,-0.54,-0.12,1.03,-25.00,75.54,196.90,0.20,0.33,1.09,17.56,8.61,4.38,0.07,-0.17,0.92,-23.25,6.91,19.57,-0.00,0.08,0.89,-5.56,-4.98,39.93,0.02,-0.03,0.83,-13.34,2.06,41.58
-0.10,0.01,0.97,34.83,19.56,-198.81,-0.54,-0.14,1.02,-20.51,73.50,194.50,0.20,0.35,1.07,16.37,9.40,1.30,0.06,-0.14,0.93,-22.04,5.73,19.50,-0.00,0.10,0.90,-5.55,-5.51,40.56,0.02,-0.02,0.83,-12.11,1.98,42.67
-0.09,-0.02,0.96,35.15,19.83,-195.35,-0.53,-0.15,1.05,-17.54,72.40,191.82,0.19,0.37,1.09,13.67,10.69,-1.61,0.06,-0.12,0.92,-20.11,5.53,19.78,-0.00,0.10,0.89,-6.31,-6.22,41.44,0.02,-0.01,0.84,-11.07,0.73,42.73
-0.09,-0.01,0.96,34.29,20.78,-191.76,-0.51,-0.17,1.05,-15.85,71.44,187.94,0.19,0.40,1.08,10.54,12.81,-4.14,0.06,-0.10,0.91,-18.71,5.09,20.18,-0.01,0.14,0.90,-7.25,-6.92,41.89,0.01,0.03,0.83,-11.08,0.63,43.15
-0.10,-0.01,0.95,32.37,22.22,-187.98,-0.51,-0.21,1.07,-13.42,71.75,184.54,0.20,0.42,1.08,5.24,14.95,-6.35,0.06,-0.10,0.90,-18.67,4.80,20.30,-0.01,0.16,0.91,-7.88,-6.86,42.44,0.01,0.05,0.84,-10.91,0.47,43.50
-0.09,-0.03,0.99,27.10,23.40,-183.87,-0.53,-0.25,1.10,-8.11,69.74,181.73,0.17,0.44,1.09,-0.93,16.28,-9.00,0.06,-0.09,0.90,-18.82,4.22,20.63,-0.01,0.17,0.93,-9.64,-7.34,42.98,0.01,0.08,0.87,-10.60,0.44,43.95
-0.05,-0.12,1.04,22.29,20.89,-179.01,-0.50,-0.29,1.14,-4.98,65.69,176.75,0.19,0.48,1.09,-7.97,17.92,-11.84,0.05,-0.09,0.90,-19.13,3.78,21.36,-0.00,0.17,0.94,-10.59,-7.40,43.34,0.02,0.10,0.87,-9.98,-0.07,44.69
-0.03,-0.16,1.00,24.57,18.85,-173.09,-0.48,-0.34,1.18,-2.08,63.56,170.79,0.19,0.48,1.07,-13.56,21.50,-12.88,0.06,-0.08,0.91,-18.85,3.04,22.47,-0.00,0.17,0.94,-11.34,-7.82,43.72,0.02,0.11,0.86,-10.27,0.11,45.50
0.00,-0.16,0.92,27.50,20.50,-165.29,-0.46,-0.37,1.20,0.53,60.63,164.71,0.20,0.49,1.07,-17.65,25.47,-14.05,0.05,-0.05,0.91,-18.89,1.98,22.70,-0.01,0.19,0.94,-12.59,-8.36,43.94,0.03,0.11,0.85,-11.21,0.11,45.79
0.03,-0.17,0.91,28.81,23.13,-156.80,-0.42,-0.39,1.22,2.54,57.79,157.73,0.21,0.50,1.04,-21.40,30.37,-13.95,0.05,-0.04,0.90,-18.56,1.13,23.26,-0.01,0.19,0.91,-14.34,-9.33,43.95,0.02,0.12,0.86,-12.40,-0.47,46.05
0.05,-0.18,0.90,28.51,23.44,-148.18,-0.39,-0.42,1.24,4.17,55.18,150.31,0.22,0.51,1.03,-24.32,35.02,-13.61,0.04,-0.01,0.91,-18.44,0.73,23.82,-0.01,0.20,0.93,-16.32,-9.60,44.09,0.02,0.13,0.87,-13.71,-0.66,46.08
0.08,-0.21,0.89,27.11,21.79,-139.10,-0.35,-0.46,1.22,4.22,52.77,141.34,0.23,0.51,1.02,-27.79,39.44,-13.25,0.04,-0.01,0.92,-19.02,-0.57,23.90,-0.01,0.21,0.94,-18.67,-10.02,44.59,0.02,0.14,0.88,-14.80,-0.55,46.73
0.13,-0.24,0.86,25.48,18.18,-129.49,-0.27,-0.53,1.14,3.21,52.99,131.07,0.21,0.50,1.05,-33.24,41.97,-12.80,0.04,0.00,0.93,-19.63,-0.95,23.62,-0.02,0.19,0.95,-20.29,-10.53,44.76,0.01,0.16,0.86,-16.08,-0.69,47.08
0.22,-0.30,0.78,23.90,12.66,-119.67,-0.19,-0.59,1.09,2.65,54.37,119.95,0.17,0.49,1.08,-40.49,42.55,-13.02,0.03,0.01,0.93,-20.39,-1.83,23.21,-0.02,0.19,0.94,-21.46,-11.26,45.10,0.01,0.17,0.85,-17.69,-0.84,47.40
0.28,-0.32,0.73,23.18,8.15,-110.23,-0.15,-0.66,1.08,3.56,55.05,108.51,0.12,0.50,1.15,-49.73,41.18,-13.67,0.04,0.03,0.95,-21.68,-2.05,22.50,-0.01,0.21,0.93,-22.33,-11.35,45.04,0.02,0.17,0.84,-19.06,-0.85,47.61
0.31,-0.35,0.73,20.89,4.44,-99.85,-0.13,-0.75,1.08,4.09,54.21,93.92,0.07,0.51,1.23,-60.62,37.98,-14.53,0.04,0.04,0.95,-21.76,-2.11,22.07,-0.01,0.22,0.92,-23.90,-11.97,45.15,0.03,0.18,0.86,-20.34,-0.68,47.86
0.32,-0.38,0.79,16.34,-0.92,-88.22,-0.14,-0.84,1.12,6.70,53.75,78.92,0.02,0.54,1.29,-71.24,32.94,-14.86,0.03,0.05,0.95,-22.92,-2.98,21.76,0.01,0.23,0.93,-25.13,-12.32,45.56,0.03,0.18,0.86,-21.82,-1.00,48.31
0.31,-0.41,0.83,13.05,-7.07,-75.31,-0.15,-0.87,1.18,8.36,50.64,63.64,-0.03,0.57,1.36,-78.44,26.76,-14.98,0.04,0.05,0.95,-24.99,-3.50,21.22,0.00,0.24,0.93,-27.15,-12.95,45.63,0.04,0.19,0.86,-22.40,-1.04,48.72
0.30,-0.42,0.86,10.05,-12.31,-61.52,-0.15,-0.86,1.25,9.37,46.24,48.19,-0.04,0.60,1.40,-83.89,21.34,-14.74,0.04,0.06,0.96,-27.56,-4.10,20.36,-0.00,0.22,0.93,-28.53,-13.46,45.92,0.04,0.19,0.86,-23.73,-0.70,48.98
0.28,-0.44,0.87,6.53,-16.60,-47.68,-0.14,-0.82,1.32,6.28,40.56,31.89,-0.05,0.63,1.46,-85.96,16.44,-14.02,0.03,0.05,0.96,-28.98,-4.76,19.50,-0.01,0.22,0.95,-29.95,-14.11,45.84,0.03,0.19,0.87,-24.95,-0.96,49.59
0.28,-0.45,0.88,2.68,-20.17,-34.29,-0.13,-0.78,1.39,-0.08,34.76,16.52,-0.04,0.67,1.48,-86.59,11.78,-12.48,0.03,0.05,0.96,-30.48,-5.50,18.51,-0.02,0.23,0.94,-31.11,-14.99,45.87,0.01,0.18,0.87,-25.77,-1.18,49.70
0.26,-0.47,0.91,-3.35,-23.13,-21.50,-0.11,-0.72,1.44,-8.53,29.46,0.89,-0.03,0.69,1.46,-86.94,9.33,-10.59,0.02,0.08,0.98,-32.10,-5.88,17.53,-0.03,0.24,0.95,-32.42,-15.53,46.23,0.00,0.18,0.87,-26.86,-1.26,50.12
0.25,-0.47,0.93,-12.33,-25.79,-9.69,-0.11,-0.67,1.46,-18.74,23.94,-14.00,0.00,0.72,1.41,-79.78,10.50,-8.05,0.01,0.08,0.95,-33.60,-6.46,16.47,-0.04,0.24,0.96,-33.37,-16.06,46.43,0.00,0.18,0.87,-27.61,-1.01,50.66
0.23,-0.48,0.97,-23.49,-27.71,0.54,-0.10,-0.63,1.43,-29.51,18.81,-28.63,0.05,0.73,1.33,-69.74,14.92,-5.11,0.01,0.08,0.95,-34.95,-7.34,15.40,-0.03,0.25,0.95,-34.20,-16.56,46.84,0.00,0.20,0.87,-27.42,-1.11,51.12
0.21,-0.44,1.03,-38.06,-29.93,10.51,-0.11,-0.61,1.37,-40.42,14.37,-42.14,0.09,0.72,1.23,-57.40,20.50,-1.93,0.02,0.09,0.95,-37.11,-8.40,14.05,-0.03,0.28,0.95,-35.05,-17.06,47.27,0.01,0.21,0.86,-28.05,-1.33,51.79
0.20,-0.43,1.08,-50.81,-33.07,19.33,-0.11,-0.59,1.27,-50.89,11.19,-54.92,0.12,0.68,1.19,-42.87,26.29,0.78,0.04,0.08,0.95,-40.04,-9.24,13.26,-0.04,0.28,0.95,-35.70,-18.02,47.85,0.02,0.23,0.85,-29.40,-1.98,52.21
